时间,fenci,主题概率,主题类型
2024-05-28,不用 条例,"[(0, 0.05557492), (1, 0.05556618), (2, 0.055929746), (3, 0.49142402), (4, 0.056132287), (5, 0.28537288)]",3
2024-05-28,玩意,"[(0, 0.08354119), (1, 0.08337018), (2, 0.5825713), (3, 0.08336772), (4, 0.083781965), (5, 0.08336761)]",2
2024-05-28,收购 公司 公司 名字 转卖,"[(0, 0.027966948), (1, 0.027855866), (2, 0.36472428), (3, 0.5236525), (4, 0.02790645), (5, 0.027893966)]",3
2024-05-28,恶行,"[(0, 0.08400632), (1, 0.083815604), (2, 0.08381074), (3, 0.08458021), (4, 0.08381061), (5, 0.5799765)]",5
2024-05-28,松懈 防备,"[(0, 0.069955245), (1, 0.64944583), (2, 0.0701444), (3, 0.07021279), (4, 0.07013654), (5, 0.070105195)]",1
2024-05-28,卖到 国家 卖到,"[(0, 0.041724227), (1, 0.79114634), (2, 0.041741624), (3, 0.04188241), (4, 0.04176186), (5, 0.041743577)]",1
2024-05-29,自作孽,"[(0, 0.16204314), (1, 0.1753528), (2, 0.16533162), (3, 0.16735609), (4, 0.1652915), (5, 0.16462487)]",1
2024-05-28,距离 污水,"[(0, 0.05638827), (1, 0.056103356), (2, 0.055712353), (3, 0.05573253), (4, 0.7204987), (5, 0.055564843)]",4
2024-05-28,希望 禁止 护肤 食用 本土 进口产品 国家 打入 市场,"[(0, 0.016736418), (1, 0.016737284), (2, 0.016716978), (3, 0.78604144), (4, 0.016727481), (5, 0.14704043)]",3
2024-06-08,全家 转卖,"[(0, 0.06266315), (1, 0.06284563), (2, 0.063003816), (3, 0.68602496), (4, 0.06273757), (5, 0.06272489)]",3
2024-05-30,没数 告知,"[(0, 0.0556316), (1, 0.05563246), (2, 0.0556454), (3, 0.055632185), (4, 0.05565458), (5, 0.7218038)]",5
2024-05-30,留意 洗產地 問題,"[(0, 0.7911906), (1, 0.041760504), (2, 0.04176875), (3, 0.041760176), (4, 0.041760027), (5, 0.041759886)]",0
2024-05-29,是从 不良 弯道,"[(0, 0.041706167), (1, 0.04170658), (2, 0.041706584), (3, 0.041802395), (4, 0.04170639), (5, 0.7913719)]",5
2024-05-28,担心 中转 便宜 商家 利润,"[(0, 0.027927496), (1, 0.027838055), (2, 0.028059425), (3, 0.85943604), (4, 0.02786017), (5, 0.028878804)]",3
2024-05-28,商人 良心,"[(0, 0.055565994), (1, 0.72201174), (2, 0.05559919), (3, 0.05566882), (4, 0.05556887), (5, 0.05558539)]",1
2024-05-28,问问 不吃 丢人,"[(0, 0.3338282), (1, 0.04222946), (2, 0.041914955), (3, 0.49848813), (4, 0.0416992), (5, 0.041840047)]",3
2024-05-28,卵用 灭国 后患,"[(0, 0.04170787), (1, 0.7913365), (2, 0.0417081), (3, 0.04170817), (4, 0.041708108), (5, 0.041831218)]",1
2024-05-28,盐碱地 盐田,"[(0, 0.069933064), (1, 0.6495564), (2, 0.07012249), (3, 0.0701916), (4, 0.07011408), (5, 0.070082374)]",1
2024-05-28,停止 禁止,"[(0, 0.72055286), (1, 0.055960786), (2, 0.05562189), (3, 0.05615309), (4, 0.05571996), (5, 0.0559914)]",0
2024-05-28,鼓掌,"[(0, 0.1622966), (1, 0.17294575), (2, 0.16609833), (3, 0.16760962), (4, 0.16613029), (5, 0.16491945)]",1
2024-05-28,不吃 国家 转手 标的,"[(0, 0.033507444), (1, 0.53311455), (2, 0.033493392), (3, 0.033629384), (4, 0.033447), (5, 0.33280826)]",1
2024-05-29,不用 条例 国家 贴标 转来,"[(0, 0.027804086), (1, 0.027842559), (2, 0.027933015), (3, 0.8602276), (4, 0.02801073), (5, 0.028181974)]",3
2024-04-15,热度,"[(0, 0.083529346), (1, 0.08352597), (2, 0.5823599), (3, 0.08386865), (4, 0.083376706), (5, 0.08333939)]",2
2024-04-12,记得 核污染 回路,"[(0, 0.042256963), (1, 0.45112145), (2, 0.041786186), (3, 0.3812272), (4, 0.041839767), (5, 0.04176846)]",1
2024-04-13,逻辑 好奇,"[(0, 0.05598759), (1, 0.055624124), (2, 0.05571766), (3, 0.055636235), (4, 0.055776037), (5, 0.72125834)]",5
2024-04-12,核污染 废水,"[(0, 0.7208798), (1, 0.056017958), (2, 0.05570988), (3, 0.055772033), (4, 0.055903733), (5, 0.05571665)]",0
2024-04-12,有钱人 核污染 食物,"[(0, 0.79109937), (1, 0.041769538), (2, 0.04170361), (3, 0.041796416), (4, 0.041728772), (5, 0.04190227)]",0
2024-04-28,道友 贫道,"[(0, 0.7216742), (1, 0.055665646), (2, 0.05566504), (3, 0.055665236), (4, 0.055665053), (5, 0.05566488)]",0
2024-04-13,地下水 吸收,"[(0, 0.72171545), (1, 0.055702806), (2, 0.055829696), (3, 0.05558472), (4, 0.05556321), (5, 0.05560408)]",0
2024-04-12,奇怪 人子 想去 事儿 记得 污水 事儿 抵制 花钱 袜子 牌子,"[(0, 0.01397487), (1, 0.5497683), (2, 0.39438313), (3, 0.013975118), (4, 0.013945401), (5, 0.013953199)]",1
2024-04-12,没到 内陆 客户,"[(0, 0.54152155), (1, 0.04173572), (2, 0.041749213), (3, 0.29154006), (4, 0.041697633), (5, 0.041755877)]",0
2024-04-12,喜欢 子弹,"[(0, 0.05644487), (1, 0.33874768), (2, 0.0560447), (3, 0.05566403), (4, 0.43753353), (5, 0.055565204)]",4
2024-04-25,排放,"[(0, 0.08453113), (1, 0.57969046), (2, 0.083930865), (3, 0.08365986), (4, 0.08448151), (5, 0.08370622)]",1
2024-04-25,国家 关注,"[(0, 0.05578363), (1, 0.056194983), (2, 0.055881187), (3, 0.71968615), (4, 0.0558354), (5, 0.05661863)]",3
2024-04-14,核能 年鉴 上线,"[(0, 0.04202328), (1, 0.04171067), (2, 0.04177745), (3, 0.79103994), (4, 0.041715063), (5, 0.04173359)]",3
2024-04-12,办法 文化 吸引 喜欢 文化 看不到 恶行 原则,"[(0, 0.28608721), (1, 0.018665235), (2, 0.018741235), (3, 0.26135537), (4, 0.018633319), (5, 0.39651766)]",5
2024-04-29,日元 便宜,"[(0, 0.05579531), (1, 0.055573873), (2, 0.055945612), (3, 0.72115004), (4, 0.05575734), (5, 0.055777773)]",3
2024-04-12,日本狗,"[(0, 0.08337047), (1, 0.08337091), (2, 0.08337072), (3, 0.5831466), (4, 0.08337071), (5, 0.08337064)]",3
2024-04-12,担心,"[(0, 0.08380013), (1, 0.08380045), (2, 0.580242), (3, 0.0841607), (4, 0.08398854), (5, 0.08400824)]",2
2024-04-12,小鬼子,"[(0, 0.08334156), (1, 0.083341666), (2, 0.08334161), (3, 0.08334163), (4, 0.5832919), (5, 0.083341606)]",4
2024-04-12,不到 喝喝,"[(0, 0.05607196), (1, 0.72092795), (2, 0.055593472), (3, 0.055681214), (4, 0.055795047), (5, 0.055930328)]",1
2024-07-08,视频 里用 去除 读数 信息 视频 害得 门外汉 吓了一跳 医院 辐射 标准 超过 真诚 求问,"[(0, 0.010517761), (1, 0.6656126), (2, 0.01049916), (3, 0.010482656), (4, 0.29241863), (5, 0.01046922)]",1
2024-07-11,医疗 照射 正当性 受照 剂量 限值 辐射 医疗 照射 人工 辐射,"[(0, 0.7554221), (1, 0.013987256), (2, 0.013986241), (3, 0.0139528485), (4, 0.013916827), (5, 0.18873471)]",0
2024-07-08,扣除 功能,"[(0, 0.055847205), (1, 0.05560675), (2, 0.7216678), (3, 0.055586413), (4, 0.055628255), (5, 0.055663552)]",2
2024-07-09,干嘛,"[(0, 0.08333897), (1, 0.083339065), (2, 0.5833049), (3, 0.08333901), (4, 0.08333901), (5, 0.083339006)]",2
2024-07-08,区分 升高 人造 同位素 能力 说明书 屏幕 读数 质疑,"[(0, 0.01670203), (1, 0.016757108), (2, 0.91635185), (3, 0.016690861), (4, 0.016752983), (5, 0.016745113)]",2
2024-07-08,详细 视频 读数 是非,"[(0, 0.03372807), (1, 0.033834837), (2, 0.03356543), (3, 0.034063105), (4, 0.831272), (5, 0.03353655)]",4
2024-07-08,感谢 分享 测出 人为 核辐射,"[(0, 0.02791991), (1, 0.02781867), (2, 0.027808378), (3, 0.027819218), (4, 0.8607912), (5, 0.027842604)]",4
2024-07-08,回复,"[(0, 0.5821295), (1, 0.08333942), (2, 0.0834015), (3, 0.08333939), (4, 0.083984524), (5, 0.08380567)]",0
2024-07-08,回复,"[(0, 0.58210665), (1, 0.08333943), (2, 0.08340159), (3, 0.0833394), (4, 0.08400387), (5, 0.08380906)]",0
2024-07-08,功能,"[(0, 0.083758004), (1, 0.08341422), (2, 0.5825604), (3, 0.083342575), (4, 0.08349148), (5, 0.08343332)]",2
2024-07-08,回复 警报,"[(0, 0.05637507), (1, 0.055565976), (2, 0.055601507), (3, 0.055565942), (4, 0.72105986), (5, 0.055831622)]",4
2024-07-08,回复 陆地 超过 公众 照射 危害性 职业 人员 照射 剂量 重点 海水 海水 超标,"[(0, 0.81884754), (1, 0.011170096), (2, 0.011187233), (3, 0.1364708), (4, 0.011164326), (5, 0.0111599965)]",0
2024-07-08,警报 说示 数上 减去,"[(0, 0.0333837), (1, 0.033384223), (2, 0.033383973), (3, 0.033384055), (4, 0.8330801), (5, 0.033383906)]",4
2024-07-08,质疑 物理 物理,"[(0, 0.041684818), (1, 0.041980885), (2, 0.79111964), (3, 0.041684564), (4, 0.041826747), (5, 0.04170335)]",2
2024-07-08,感谢 分享 全文 找到 去除 功能,"[(0, 0.02386856), (1, 0.02386043), (2, 0.28383565), (3, 0.023844887), (4, 0.62073785), (5, 0.023852598)]",4
2024-07-08,回复 国标 公众 辐射 限值 确实 剂量 辐射 剂量,"[(0, 0.9163581), (1, 0.016689375), (2, 0.016791545), (3, 0.016698552), (4, 0.01672509), (5, 0.016737299)]",0
2024-07-08,回复 官方 介绍,"[(0, 0.04220309), (1, 0.041681867), (2, 0.041758582), (3, 0.04176748), (4, 0.7906814), (5, 0.0419076)]",4
2024-07-08,回复,"[(0, 0.5821206), (1, 0.08333942), (2, 0.08340152), (3, 0.08333939), (4, 0.083991714), (5, 0.08380735)]",0
2024-07-08,专业 详细 链接,"[(0, 0.04187699), (1, 0.04221145), (2, 0.04194264), (3, 0.04183828), (4, 0.79039997), (5, 0.041730665)]",4
2024-07-08,回复 功能 超过 报警,"[(0, 0.50556535), (1, 0.033444207), (2, 0.36075774), (3, 0.033348225), (4, 0.033455797), (5, 0.033428665)]",0
2024-07-08,操作 视频 辐射源 想象 扣除,"[(0, 0.86034507), (1, 0.027884016), (2, 0.028015498), (3, 0.027992548), (4, 0.027835842), (5, 0.027927084)]",0
2024-07-08,贫道 多长 视频 包装 目的 告诉 世界 发达 角落 底层 悲惨 油罐车 物价 低工资 真他妈 幸福,"[(0, 0.76582843), (2, 0.11881557), (3, 0.08566132)]",0
2024-07-08,单位 尿性,"[(0, 0.05563307), (1, 0.05561546), (2, 0.055615135), (3, 0.7218723), (4, 0.05561514), (5, 0.055648915)]",3
2024-07-08,学呀 爱看 视频 构思 废水 外国人 视频,"[(0, 0.020992296), (1, 0.8953746), (2, 0.020883216), (3, 0.02096982), (4, 0.020888949), (5, 0.0208911)]",1
2024-07-08,自诩 客观 博主 粉丝,"[(0, 0.03344079), (1, 0.03374149), (2, 0.034253836), (3, 0.03359204), (4, 0.83152336), (5, 0.033448443)]",4
2024-07-08,记者 前辈 专业 水平 舆论导向,"[(0, 0.02793426), (1, 0.027802747), (2, 0.027878994), (3, 0.86055464), (4, 0.027988136), (5, 0.027841266)]",3
2024-07-09,良心,"[(0, 0.08333918), (1, 0.58328253), (2, 0.083350785), (3, 0.08333922), (4, 0.083349116), (5, 0.08333921)]",1
2024-07-13,视频 放大 小朋友 坐在 婴儿车 旁白 揣测 退出,"[(0, 0.01854991), (1, 0.018547827), (2, 0.018555235), (3, 0.90725), (4, 0.018549664), (5, 0.018547378)]",3
2024-07-13,核污染 环境,"[(0, 0.72020316), (1, 0.05592256), (2, 0.055891007), (3, 0.05581088), (4, 0.056374867), (5, 0.055797532)]",0
2024-07-12,关注 国人 健康,"[(0, 0.04187848), (1, 0.7900857), (2, 0.041892827), (3, 0.041963115), (4, 0.041884914), (5, 0.042294957)]",1
2024-07-09,拍点 粉丝 爱看 有错,"[(0, 0.6713465), (1, 0.03367962), (2, 0.19451049), (3, 0.033551037), (4, 0.03345329), (5, 0.033459105)]",0
2024-07-10,贫道 骗子 傻子,"[(0, 0.31427494), (1, 0.041713737), (2, 0.041711785), (3, 0.041797083), (4, 0.04172334), (5, 0.5187791)]",5
2024-07-09,迎合 情绪 财富 密码,"[(0, 0.03340596), (1, 0.033386637), (2, 0.2753882), (3, 0.03339418), (4, 0.033497296), (5, 0.5909277)]",5
2024-07-09,全世界 辐射 剂量 剂量,"[(0, 0.8322434), (1, 0.033557802), (2, 0.0335082), (3, 0.033400033), (4, 0.03368716), (5, 0.033603452)]",0
2024-07-08,商业 本质 信息 欺骗,"[(0, 0.033380337), (1, 0.033396788), (2, 0.033409264), (3, 0.033400476), (4, 0.033648744), (5, 0.8327644)]",5
2024-07-08,自创 翻译 嫩模 羡慕,"[(0, 0.033393364), (1, 0.033384975), (2, 0.03338472), (3, 0.033384807), (4, 0.033384733), (5, 0.8330674)]",5
2024-05-10,星火 燎原 行径 控诉 值得 肯定 赞扬,"[(0, 0.8950361), (1, 0.021025503), (2, 0.020958412), (3, 0.02121302), (4, 0.020870592), (5, 0.020896344)]",0
2024-05-10,想着 破防 意淫 游戏 沒破,"[(0, 0.027839527), (1, 0.02780557), (2, 0.02786862), (3, 0.027817495), (4, 0.028006746), (5, 0.860662)]",5
2024-05-10,只能 华人 超市,"[(0, 0.041825075), (1, 0.041683197), (2, 0.041893553), (3, 0.04207597), (4, 0.041744426), (5, 0.79077774)]",5
2024-05-10,赚钱 善意,"[(0, 0.055591356), (1, 0.38886544), (2, 0.056409705), (3, 0.05557323), (4, 0.05567491), (5, 0.3878854)]",1
2024-05-10,阅读 理解 争论 显得 欺负,"[(0, 0.02783017), (1, 0.02793591), (2, 0.027905297), (3, 0.8604038), (4, 0.027924156), (5, 0.028000657)]",3
2024-05-10,善意 毛线,"[(0, 0.05560241), (1, 0.72198683), (2, 0.05560269), (3, 0.055602763), (4, 0.05560269), (5, 0.055602614)]",1
2024-05-10,善意 谎言 排污 行径 遣责,"[(0, 0.028005421), (1, 0.7274526), (2, 0.1606397), (3, 0.027860576), (4, 0.028201222), (5, 0.027840484)]",1
2024-05-10,事情,"[(0, 0.084028155), (1, 0.08360757), (2, 0.0838698), (3, 0.5808168), (4, 0.08393845), (5, 0.083739236)]",3
2024-05-10,广告 摆拍 摆拍 欺骗 排核 污水,"[(0, 0.45862216), (1, 0.024021268), (2, 0.44534177), (3, 0.023886815), (4, 0.02397135), (5, 0.024156665)]",0
2024-05-11,专升本 智力 低下,"[(0, 0.041728854), (1, 0.041729517), (2, 0.04173203), (3, 0.041729305), (4, 0.041860726), (5, 0.79121953)]",5
2024-05-10,超市,"[(0, 0.08361683), (1, 0.08334213), (2, 0.08334209), (3, 0.08370894), (4, 0.08339616), (5, 0.58259386)]",5
2024-05-10,排核 污水,"[(0, 0.056274462), (1, 0.7205075), (2, 0.056055423), (3, 0.055747084), (4, 0.055846397), (5, 0.055569123)]",1
2024-05-10,粉丝,"[(0, 0.083391264), (1, 0.083743826), (2, 0.58210677), (3, 0.08373226), (4, 0.08350614), (5, 0.08351974)]",2
2024-05-10,广告 摆拍 观众 广告 前提 下摆 观众 事儿 摆拍,"[(0, 0.77015895), (1, 0.016685542), (2, 0.1630217), (3, 0.016731305), (4, 0.01669646), (5, 0.016706)]",0
2024-05-10,前提,"[(0, 0.5824877), (1, 0.08335455), (2, 0.0835342), (3, 0.08366597), (4, 0.083454736), (5, 0.08350283)]",0
2024-05-10,收割 韭菜,"[(0, 0.055562913), (1, 0.05556299), (2, 0.05562131), (3, 0.05556296), (4, 0.05570566), (5, 0.72198415)]",5
2024-05-09,套路,"[(0, 0.084007025), (1, 0.083352834), (2, 0.08335261), (3, 0.5825039), (4, 0.08337277), (5, 0.08341088)]",3
2024-05-09,剃头,"[(0, 0.16220921), (1, 0.17463915), (2, 0.16567829), (3, 0.1671045), (4, 0.1655393), (5, 0.16482951)]",1
2024-05-10,底线,"[(0, 0.083353244), (1, 0.0840455), (2, 0.08335336), (3, 0.0833534), (4, 0.08364079), (5, 0.5822537)]",5
2024-05-19,评价 感觉 可白 可黑 听听 见解,"[(0, 0.02408364), (1, 0.02388565), (2, 0.20793076), (3, 0.5469959), (4, 0.17316525), (5, 0.023938805)]",3
2024-05-11,下跪,"[(0, 0.16236982), (1, 0.17293246), (2, 0.16573001), (3, 0.16813739), (4, 0.16575396), (5, 0.16507633)]",1
2024-05-10,无罪 代表 打着 旗号 事情 无罪,"[(0, 0.023976237), (1, 0.023902716), (2, 0.024094455), (3, 0.5415781), (4, 0.023932805), (5, 0.36251572)]",3
2024-05-10,评论 讨厌,"[(0, 0.055789504), (1, 0.055674557), (2, 0.055576067), (3, 0.72037333), (4, 0.055697896), (5, 0.056888614)]",3
2024-05-10,品牌 辩解 个人感觉 活人 活人,"[(0, 0.027829822), (1, 0.2054374), (2, 0.027863469), (3, 0.027957376), (4, 0.02782703), (5, 0.6830849)]",5
2024-05-10,拎不清,"[(0, 0.16241868), (1, 0.17279418), (2, 0.16604443), (3, 0.16792037), (4, 0.16583773), (5, 0.16498461)]",1
2024-05-04,顶顶,"[(0, 0.16231617), (1, 0.17377187), (2, 0.16581044), (3, 0.1675549), (4, 0.16559388), (5, 0.16495275)]",1
2024-05-04,不错,"[(0, 0.5818644), (1, 0.083413936), (2, 0.08358515), (3, 0.08333907), (4, 0.08411761), (5, 0.0836798)]",0
2024-05-04,顶顶顶,"[(0, 0.16215286), (1, 0.17343067), (2, 0.16691022), (3, 0.16705048), (4, 0.16563357), (5, 0.16482222)]",1
2024-05-04,愉快,"[(0, 0.08333836), (1, 0.08333841), (2, 0.58330804), (3, 0.083338395), (4, 0.08333839), (5, 0.08333837)]",2
2024-05-05,核污染 水指 原料 接触 放射性物质 废水 核电站 原料 接触,"[(0, 0.91631997), (1, 0.016734848), (2, 0.016768957), (3, 0.016725568), (4, 0.016757043), (5, 0.016693624)]",0
2024-05-05,核污染 废水,"[(0, 0.7209017), (1, 0.055999655), (2, 0.055709735), (3, 0.055771776), (4, 0.05590061), (5, 0.055716496)]",0
2024-05-06,理性 看待,"[(0, 0.05558702), (1, 0.055611044), (2, 0.7219445), (3, 0.055584624), (4, 0.055640347), (5, 0.05563247)]",2
2024-05-06,网络营销 方式 地道,"[(0, 0.041819215), (1, 0.04180841), (2, 0.041782226), (3, 0.041746132), (4, 0.041749667), (5, 0.79109436)]",5
2024-05-06,发生,"[(0, 0.083985314), (1, 0.084264085), (2, 0.08376948), (3, 0.08346884), (4, 0.5806755), (5, 0.08383677)]",4
2024-05-06,调查结果,"[(0, 0.5830169), (1, 0.08338716), (2, 0.08343536), (3, 0.083386965), (4, 0.08338688), (5, 0.08338679)]",0
2024-05-06,理性 看待,"[(0, 0.055587027), (1, 0.055611067), (2, 0.72194415), (3, 0.05558463), (4, 0.055640426), (5, 0.055632636)]",2
2024-05-06,子弹 会儿,"[(0, 0.38819462), (1, 0.05559931), (2, 0.05564731), (3, 0.055599164), (4, 0.38936055), (5, 0.05559903)]",4
2024-05-06,事件 疑似 炒作,"[(0, 0.041790858), (1, 0.041924804), (2, 0.79086846), (3, 0.04178187), (4, 0.041817605), (5, 0.041816406)]",2
2024-05-06,事件,"[(0, 0.08386376), (1, 0.57997876), (2, 0.084391356), (3, 0.08377495), (4, 0.08417216), (5, 0.08381903)]",1
2024-05-06,后续,"[(0, 0.08335491), (1, 0.08334379), (2, 0.0835669), (3, 0.0839861), (4, 0.083543845), (5, 0.58220446)]",5
2024-05-08,奶茶 白象,"[(0, 0.05574771), (1, 0.055623963), (2, 0.055640228), (3, 0.055623714), (4, 0.0556236), (5, 0.72174084)]",5
2024-05-08,有没有,"[(0, 0.08383592), (1, 0.08339802), (2, 0.083812356), (3, 0.08361552), (4, 0.08343138), (5, 0.5819068)]",5
2024-05-08,石头,"[(0, 0.16197738), (1, 0.17519651), (2, 0.16548254), (3, 0.16672142), (4, 0.1658383), (5, 0.16478385)]",1
2024-05-07,玩火 房子,"[(0, 0.055741634), (1, 0.05562766), (2, 0.055627264), (3, 0.055627394), (4, 0.055627275), (5, 0.72174877)]",5
2024-05-06,理智,"[(0, 0.08337203), (1, 0.08337247), (2, 0.083372265), (3, 0.08337233), (4, 0.5831387), (5, 0.0833722)]",4
2024-05-06,涨价 资本 闻到 商家 效仿 利用 情怀 流量 方式,"[(0, 0.0167009), (1, 0.016715502), (2, 0.377471), (3, 0.01673672), (4, 0.016730383), (5, 0.5556455)]",5
2024-05-06,子弹 态度,"[(0, 0.055602387), (1, 0.05604339), (2, 0.056163292), (3, 0.055754565), (4, 0.72071934), (5, 0.05571701)]",4
2024-05-06,商家 不耻 产品 出路,"[(0, 0.2707943), (1, 0.033421885), (2, 0.03368961), (3, 0.35148162), (4, 0.033500854), (5, 0.27711168)]",3
2024-05-06,炒作 不知 理性 看待,"[(0, 0.033361606), (1, 0.033359863), (2, 0.83309555), (3, 0.033363726), (4, 0.033371713), (5, 0.033447515)]",2
2024-05-06,希望 消费者,"[(0, 0.05560288), (1, 0.055677675), (2, 0.72092205), (3, 0.056106515), (4, 0.055775184), (5, 0.055915717)]",2
2024-05-06,事件,"[(0, 0.08386535), (1, 0.57993484), (2, 0.08441801), (3, 0.083776), (4, 0.084185444), (5, 0.0838204)]",1
2024-05-06,事情,"[(0, 0.08404107), (1, 0.083608456), (2, 0.0838747), (3, 0.58077353), (4, 0.083960794), (5, 0.08374145)]",3
2024-05-06,理性 看待,"[(0, 0.05558702), (1, 0.055611055), (2, 0.7219444), (3, 0.05558462), (4, 0.055640493), (5, 0.055632457)]",2
2024-05-06,情况,"[(0, 0.5804454), (1, 0.083825834), (2, 0.083977215), (3, 0.084220655), (4, 0.08350472), (5, 0.08402617)]",0
2024-05-06,确实 商家,"[(0, 0.055995755), (1, 0.055599105), (2, 0.31433082), (3, 0.055853672), (4, 0.055764213), (5, 0.4624564)]",5
2024-05-06,涨价 受伤 消费者,"[(0, 0.0416955), (1, 0.041750982), (2, 0.79109657), (3, 0.04172848), (4, 0.041773006), (5, 0.041955523)]",2
2024-05-06,消费者 同志 不太好,"[(0, 0.041677985), (1, 0.04168327), (2, 0.7913722), (3, 0.04169812), (4, 0.04175203), (5, 0.04181637)]",2
2024-05-06,看吧,"[(0, 0.083421975), (1, 0.08342374), (2, 0.08369063), (3, 0.08342309), (4, 0.083422795), (5, 0.5826178)]",5
2024-05-06,后续,"[(0, 0.08335488), (1, 0.083343774), (2, 0.08356638), (3, 0.08395421), (4, 0.0835434), (5, 0.58223736)]",5
2024-06-28,邪恶 国家,"[(0, 0.7165821), (1, 0.05726349), (2, 0.056129184), (3, 0.05764383), (4, 0.056277037), (5, 0.056104325)]",0
2024-06-28,罪孽 国家,"[(0, 0.05565364), (1, 0.72118634), (2, 0.05569066), (3, 0.056040443), (4, 0.055734076), (5, 0.05569488)]",1
2024-06-28,核平 国家,"[(0, 0.05568783), (1, 0.055926383), (2, 0.055719864), (3, 0.72118545), (4, 0.05575704), (5, 0.05572341)]",3
2024-06-28,该死,"[(0, 0.58329016), (1, 0.083342016), (2, 0.08334196), (3, 0.08334199), (4, 0.08334196), (5, 0.08334195)]",0
2024-06-29,小男孩 小女孩,"[(0, 0.068275824), (1, 0.6578365), (2, 0.06846656), (3, 0.068537846), (4, 0.068454795), (5, 0.06842847)]",1
2024-06-28,核弹 鬼子,"[(0, 0.055574153), (1, 0.0555671), (2, 0.05561661), (3, 0.056042276), (4, 0.72151595), (5, 0.05568388)]",4
2024-06-30,氢蛋,"[(0, 0.16202374), (1, 0.17407799), (2, 0.16600002), (3, 0.16769652), (4, 0.16552693), (5, 0.16467486)]",1
2024-07-07,媒体 媒体 报道 温水 青蛙 煮熟,"[(0, 0.023898011), (1, 0.0238718), (2, 0.2598795), (3, 0.023918988), (4, 0.6445337), (5, 0.023898007)]",4
2024-06-30,赶着,"[(0, 0.0833451), (1, 0.08334515), (2, 0.08334519), (3, 0.08334511), (4, 0.08334518), (5, 0.5832743)]",5
2024-06-30,报道 能压 都压 顶用,"[(0, 0.03341076), (1, 0.8327795), (2, 0.03350944), (3, 0.033392873), (4, 0.033529565), (5, 0.033377882)]",1
2024-06-30,同体 大悲 人世间 共业 置身,"[(0, 0.027813867), (1, 0.86092985), (2, 0.027814057), (3, 0.027814113), (4, 0.02781406), (5, 0.027814008)]",1
2024-06-30,可恶,"[(0, 0.083408915), (1, 0.58237743), (2, 0.083345994), (3, 0.083346), (4, 0.083895735), (5, 0.083625965)]",1
2024-06-30,果报 自受,"[(0, 0.07000169), (1, 0.6492053), (2, 0.070194006), (3, 0.07026279), (4, 0.070184365), (5, 0.070151806)]",1
2024-06-29,日本鬼子,"[(0, 0.08352468), (1, 0.08333969), (2, 0.08359047), (3, 0.58276856), (4, 0.083339654), (5, 0.08343691)]",3
2024-06-28,倭寇 不亡 天理难容,"[(0, 0.041756913), (1, 0.041758236), (2, 0.04175754), (3, 0.7912124), (4, 0.04175753), (5, 0.041757397)]",3
