评论内容,fenci,主题概率,主题类型
各方面都可以，东西齐全，推荐,推荐,"[(0, 0.03571472), (1, 0.035714507), (2, 0.03571469), (3, 0.03571465), (4, 0.03571462), (5, 0.035714533), (6, 0.03571449), (7, 0.035714645), (8, 0.5357101), (9, 0.03571464), (10, 0.035714615), (11, 0.03571456), (12, 0.035714686), (13, 0.035714597)]",8
房间设施很好，管家服务热情,房间 设施 管家 热情,"[(0, 0.0142859), (1, 0.014285935), (2, 0.8142831), (3, 0.014285907), (4, 0.014285909), (5, 0.014285892), (6, 0.014285927), (7, 0.014285943), (8, 0.014285894), (9, 0.014285913), (10, 0.01428591), (11, 0.014285965), (12, 0.014285939), (13, 0.014285902)]",2
服务：很满意 环境：很好,满意 环境,"[(0, 0.023809891), (1, 0.023811469), (2, 0.023809943), (3, 0.023809977), (4, 0.69046897), (5, 0.02380998), (6, 0.023809897), (7, 0.023809932), (8, 0.023809988), (9, 0.023809955), (10, 0.023809904), (11, 0.0238101), (12, 0.023810068), (13, 0.023809958)]",4
住着舒服，出门方便下次再来,舒服 出门,"[(0, 0.02381026), (1, 0.023810292), (2, 0.023810191), (3, 0.023810277), (4, 0.023810698), (5, 0.023810245), (6, 0.02381024), (7, 0.023810424), (8, 0.02381021), (9, 0.690466), (10, 0.023810184), (11, 0.023810305), (12, 0.023810333), (13, 0.023810359)]",9
环境很好，下次还来,环境,"[(0, 0.035714507), (1, 0.53571045), (2, 0.03571456), (3, 0.035714585), (4, 0.035714496), (5, 0.035714615), (6, 0.035714537), (7, 0.03571456), (8, 0.035714604), (9, 0.035714585), (10, 0.035714507), (11, 0.03571471), (12, 0.035714697), (13, 0.035714533)]",1
很好很值得住，性价比高,值得 性价比,"[(0, 0.023810152), (1, 0.023810383), (2, 0.023810234), (3, 0.023810713), (4, 0.023810137), (5, 0.6904661), (6, 0.02381022), (7, 0.02381022), (8, 0.023810329), (9, 0.023810351), (10, 0.023810308), (11, 0.023810286), (12, 0.023810303), (13, 0.023810266)]",5
环境很好，打车方便。,环境 打车,"[(0, 0.023809971), (1, 0.6904699), (2, 0.023809964), (3, 0.023810126), (4, 0.023809947), (5, 0.023809977), (6, 0.023809956), (7, 0.023809997), (8, 0.023810053), (9, 0.023810022), (10, 0.023810012), (11, 0.023810001), (12, 0.023810022), (13, 0.023810029)]",1
位置挺好的 服务好,位置,"[(0, 0.5357095), (1, 0.035714503), (2, 0.035714544), (3, 0.035714585), (4, 0.035714503), (5, 0.035714574), (6, 0.03571495), (7, 0.03571462), (8, 0.035714556), (9, 0.035714716), (10, 0.035715006), (11, 0.035714574), (12, 0.035714652), (13, 0.03571469)]",0
前台很好 房间干净,前台 房间 干净,"[(0, 0.017857423), (1, 0.017857445), (2, 0.7678536), (3, 0.017857434), (4, 0.0178574), (5, 0.017857336), (6, 0.017857341), (7, 0.01785742), (8, 0.017857417), (9, 0.017857442), (10, 0.017857438), (11, 0.017857432), (12, 0.017857442), (13, 0.017857408)]",2
环境干净舒适服务到位,环境 干净 舒适 服务到位,"[(0, 0.014286292), (1, 0.014286295), (2, 0.014286229), (3, 0.014286286), (4, 0.014286227), (5, 0.014286212), (6, 0.0142862), (7, 0.014286219), (8, 0.014286231), (9, 0.014286231), (10, 0.014286232), (11, 0.014286257), (12, 0.81427884), (13, 0.014286229)]",12
吼吼吼敲级好！,吼吼,"[(0, 0.53563255), (1, 0.035720576), (2, 0.035720576), (3, 0.035720576), (4, 0.035720576), (5, 0.035720576), (6, 0.035720576), (7, 0.035720576), (8, 0.035720576), (9, 0.035720576), (10, 0.035720576), (11, 0.035720576), (12, 0.035720576), (13, 0.035720576)]",0
非常好，干净卫生,干净 卫生,"[(0, 0.023809755), (1, 0.6904735), (2, 0.023809705), (3, 0.023809748), (4, 0.023809712), (5, 0.023809662), (6, 0.02380964), (7, 0.023809705), (8, 0.02380974), (9, 0.023809757), (10, 0.023809707), (11, 0.023809792), (12, 0.02380987), (13, 0.023809727)]",1
很不错哦，推荐.,不错 推荐,"[(0, 0.02380984), (1, 0.023809718), (2, 0.02380985), (3, 0.023809863), (4, 0.023809776), (5, 0.02380976), (6, 0.02380977), (7, 0.023809856), (8, 0.3277212), (9, 0.02380983), (10, 0.023809789), (11, 0.023809874), (12, 0.02380984), (13, 0.386561)]",13
很不错，很满意,不错 满意,"[(0, 0.02380971), (1, 0.023809675), (2, 0.023809705), (3, 0.02380973), (4, 0.023810228), (5, 0.023809662), (6, 0.023809692), (7, 0.023809705), (8, 0.023809712), (9, 0.023809683), (10, 0.023809727), (11, 0.023809737), (12, 0.023809697), (13, 0.6904733)]",13
房间很新不错哟,房间 不错,"[(0, 0.02380971), (1, 0.023809658), (2, 0.02380968), (3, 0.0238097), (4, 0.02380967), (5, 0.023809647), (6, 0.023809694), (7, 0.023809701), (8, 0.023809731), (9, 0.02380967), (10, 0.02380974), (11, 0.023809878), (12, 0.023809709), (13, 0.6904738)]",13
还不错，值得推荐,不错 值得 推荐,"[(0, 0.017857386), (1, 0.01785741), (2, 0.017857417), (3, 0.01785787), (4, 0.017857356), (5, 0.0178574), (6, 0.017857406), (7, 0.017857436), (8, 0.767853), (9, 0.017857442), (10, 0.017857414), (11, 0.01785749), (12, 0.017857423), (13, 0.017857533)]",8
服务好，卫生干净,卫生 干净,"[(0, 0.023809755), (1, 0.69047326), (2, 0.023809705), (3, 0.023809748), (4, 0.023809712), (5, 0.023809662), (6, 0.02380964), (7, 0.023809705), (8, 0.02380974), (9, 0.023809759), (10, 0.023809707), (11, 0.023810025), (12, 0.023809839), (13, 0.023809727)]",1
满意 都很不错,满意 不错,"[(0, 0.02380971), (1, 0.023809675), (2, 0.023809705), (3, 0.02380973), (4, 0.02380981), (5, 0.023809662), (6, 0.023809692), (7, 0.023809705), (8, 0.02380971), (9, 0.023809683), (10, 0.023809727), (11, 0.023809737), (12, 0.023809697), (13, 0.69047374)]",13
蛮好的，喜欢！,蛮好 喜欢,"[(0, 0.023813182), (1, 0.023813238), (2, 0.023813173), (3, 0.023813136), (4, 0.023813153), (5, 0.023813153), (6, 0.023813112), (7, 0.023813171), (8, 0.023813233), (9, 0.023813078), (10, 0.023813166), (11, 0.02381331), (12, 0.6904288), (13, 0.023813108)]",12
卫生环境都很好,卫生 环境,"[(0, 0.023809724), (1, 0.6904737), (2, 0.023809709), (3, 0.023809709), (4, 0.023809671), (5, 0.023809696), (6, 0.02380965), (7, 0.0238097), (8, 0.023809731), (9, 0.023809714), (10, 0.023809677), (11, 0.023809798), (12, 0.023809807), (13, 0.023809707)]",1
服务态度非常好,服务态度,"[(0, 0.035714775), (1, 0.035715014), (2, 0.03571491), (3, 0.035714887), (4, 0.035714824), (5, 0.035714746), (6, 0.035714746), (7, 0.035714872), (8, 0.035714943), (9, 0.035714816), (10, 0.53570706), (11, 0.035714805), (12, 0.035714746), (13, 0.035714846)]",10
值得打卡。,值得 打卡,"[(0, 0.023810424), (1, 0.69046396), (2, 0.023810385), (3, 0.023810511), (4, 0.02381032), (5, 0.023810366), (6, 0.023810722), (7, 0.023810476), (8, 0.023810409), (9, 0.023810588), (10, 0.0238104), (11, 0.023810565), (12, 0.023810491), (13, 0.023810394)]",1
满意好极了,满意,"[(0, 0.03571464), (1, 0.035714567), (2, 0.035714597), (3, 0.035714608), (4, 0.5357103), (5, 0.035714496), (6, 0.035714515), (7, 0.035714556), (8, 0.035714585), (9, 0.03571453), (10, 0.035714686), (11, 0.03571454), (12, 0.03571459), (13, 0.035714775)]",4
房间精致温馨,房间 精致,"[(0, 0.023810022), (1, 0.023809984), (2, 0.023810025), (3, 0.023810014), (4, 0.023809994), (5, 0.02381), (6, 0.02381007), (7, 0.023810003), (8, 0.023810016), (9, 0.02381), (10, 0.6904698), (11, 0.02381001), (12, 0.023810023), (13, 0.023810046)]",10
五星好评！,好评,"[(0, 0.03571536), (1, 0.035715293), (2, 0.035715293), (3, 0.035715375), (4, 0.035715293), (5, 0.5357007), (6, 0.035715293), (7, 0.03571533), (8, 0.035715293), (9, 0.035715353), (10, 0.035715368), (11, 0.03571539), (12, 0.03571544), (13, 0.035715293)]",5
挺安静整洁的,整洁,"[(0, 0.0357147), (1, 0.0357146), (2, 0.035714574), (3, 0.535709), (4, 0.03571465), (5, 0.035714615), (6, 0.03571461), (7, 0.035714637), (8, 0.035714686), (9, 0.03571478), (10, 0.03571469), (11, 0.035715193), (12, 0.035714675), (13, 0.03571456)]",3
还行呃呃呃,还行,"[(0, 0.035718832), (1, 0.035718888), (2, 0.03571872), (3, 0.03571855), (4, 0.03571855), (5, 0.035718996), (6, 0.5356574), (7, 0.03571855), (8, 0.0357188), (9, 0.03571855), (10, 0.03571855), (11, 0.03571855), (12, 0.03571855), (13, 0.03571855)]",6
好性价比高,性价比,"[(0, 0.03571474), (1, 0.035714746), (2, 0.035714783), (3, 0.035714746), (4, 0.035714786), (5, 0.53570765), (6, 0.03571495), (7, 0.035714753), (8, 0.035714738), (9, 0.035714857), (10, 0.035714746), (11, 0.035714805), (12, 0.03571487), (13, 0.035714816)]",5
房间很干净,房间 干净,"[(0, 0.02381022), (1, 0.023809817), (2, 0.023809733), (3, 0.023809794), (4, 0.023809778), (5, 0.023809673), (6, 0.023809703), (7, 0.023809744), (8, 0.023809804), (9, 0.023809789), (10, 0.023809832), (11, 0.6904725), (12, 0.023809811), (13, 0.023809789)]",11
很棒体验.,很棒 体验,"[(0, 0.023809869), (1, 0.023809906), (2, 0.023809867), (3, 0.023809904), (4, 0.023809846), (5, 0.023809899), (6, 0.023809947), (7, 0.023809949), (8, 0.02380995), (9, 0.69047093), (10, 0.023810022), (11, 0.023809979), (12, 0.023809917), (13, 0.023810023)]",9
房间很好很安静，适合一家人外出住，就是离地铁站远了点，不过可以骑车也还行,房间 适合 一家人 外出 地铁站 骑车 还行,"[(8, 0.8839177)]",8
在网上最终选择了这家文艺范的特色民宿，到达时因市政工程修路破坏了门面印象，但前台小姐姐热情周到的服务让我不忍退房。无论是推荐的景区线路还是好吃店铺，都非常满意。包括一楼酒吧彬彬有礼的帅小伙，真诚待人的店长，临走时送到五楼画室(同时也感谢店主的慷慨，让住客免费欣赏)的咖啡甜品，都令我首次独行长沙，印象十分美好。期待来年柚子花香，再来！,选择 文艺 特色 民宿 到达 时因 市政工程 修路 破坏 门面 印象 前台 不忍 退房 推荐 景区 线路 好吃 店铺 满意 包括 一楼 酒吧 店长 送到 画室 感谢 店主 慷慨 住客 欣赏 咖啡 甜品 独行 印象 美好 期待 柚子,"[(13, 0.9761864)]",13
服务贴心，干净卫生； 周边有美好的茶吧和咖啡馆书店；房间布置的很有情调，接待和送别都十分有心热情。 快到的时候打电话会提前开空调，临走的时候行李箱送到车上。非常喜欢，出门不远就是橘子洲有，湘江风光。,贴心 干净 卫生 美好 咖啡馆 书店 房间 布置 情调 接待 送别 有心 热情 提前 空调 临走 行李箱 送到 喜欢 出门 风光,"[(8, 0.9577883)]",8
房间敞亮很干净，一层白天咖啡馆晚上清吧，五层有画室，六层有露台。服务特别好，会提前联系开空调，到了之后介绍周边玩儿的吃的地方。本次入住非常开心，下次再来。,房间 敞亮 干净 咖啡馆 画室 露台 提前 空调 介绍 玩儿 地方 入住 开心,"[(4, 0.9336628)]",4
床宽敞，两大两小睡得很舒服。前台小姐姐们服务很热情，推荐了好吃的，帮忙拿行李。 到周边岳麓山、橘子洲很方便，走200米就能到江边看看长沙夜景。 非常值得推荐的一家民宿。,宽敞 舒服 前台 热情 推荐 好吃 帮忙 行李 夜景 值得 推荐 民宿,"[(3, 0.6044395), (7, 0.32962456)]",3
很有艺术气息的民宿，楼下的咖啡厅感觉很棒，屋顶露台也很美，可以看到江景，离景区特别近，服务很贴心，还会再来的！,艺术 气息 民宿 咖啡厅 感觉 很棒 屋顶 露台 很美 江景 景区 贴心 再来,"[(4, 0.9336662)]",4
设施：配套设施完善 日咖晚酒 满足各项需求卫生：酒店很干净 服务：酒店内的服务态度巨好,设施 配套 设施 完善 咖晚 需求 卫生 酒店 干净 酒店 服务态度,"[(10, 0.68010074), (11, 0.24846667)]",10
房间整洁，干净，有设计感，楼上还有艺术空间和天台，楼下有咖啡和酒，炎热的夏天，楼下一坐，放空一晚上，妙哉妙哉。,房间 整洁 干净 艺术 空间 天台 咖啡 炎热 放空,"[(12, 0.90713054)]",12
很安逸，服务很体贴,体贴,"[(0, 0.03571855), (1, 0.035718903), (2, 0.03571855), (3, 0.03571855), (4, 0.03571855), (5, 0.03571855), (6, 0.53565806), (7, 0.03571855), (8, 0.0357188), (9, 0.03571855), (10, 0.03571855), (11, 0.03571855), (12, 0.035718698), (13, 0.03571855)]",6
名宿环境卫生一流,名宿 环境卫生 一流,"[(0, 0.01785943), (1, 0.5178345), (2, 0.017859278), (3, 0.01785928), (4, 0.017859241), (5, 0.017859206), (6, 0.26785436), (7, 0.017859288), (8, 0.017859228), (9, 0.017859252), (10, 0.017859206), (11, 0.017859222), (12, 0.017859312), (13, 0.017859206)]",1
楼层高，没电梯上下麻烦，咖啡不错。,楼层 电梯 麻烦 咖啡 不错,"[(0, 0.01190593), (1, 0.011905945), (2, 0.011905961), (3, 0.011905979), (4, 0.011905934), (5, 0.011905931), (6, 0.011905953), (7, 0.011905942), (8, 0.01190595), (9, 0.011905937), (10, 0.011905973), (11, 0.011905972), (12, 0.011905962), (13, 0.84522265)]",13
房间干净漂亮。最值得夸赞的是这家民宿的服务太好了！漂亮的店长和每一个年轻店员都特别特别体贴周到，非但帮着把沉重的行李拿上拿下三楼，而且还冒着酷暑开电动车去接打车不便的在湖南大学考完试的孩子，让我们感动！,房间 干净 漂亮 值得 民宿 漂亮 店长 年轻 店员 体贴 周到 沉重 行李 拿下 酷暑 电动车 打车 孩子 感动,"[(8, 0.9535675)]",8
睡觉比较安静，环境不吵，两张床够大，睡的不挤。性价比不高，设施一般，卫生间简陋，窗帘透光，影响早上睡眠。同价位的连锁酒店硬件档次要高很多。,睡觉 环境 两张床 不挤 性价比 设施 卫生间 简陋 窗帘 透光 睡眠 同价位 酒店 硬件 档次,"[(6, 0.9419604)]",6
房间很舒服，民宿的工作人员们又可爱又热情，把整个住宿体验打点得很好。位置也不错，离岳麓山东大门很近，离2号和4号地铁站也就步行十分钟的距离。,房间 舒服 民宿 工作人员 可爱 热情 住宿 体验 打点 位置 不错 大门 地铁站 步行 距离,"[(6, 0.9419617)]",6
一间很好的民宿！一楼有咖啡和有小小酒吧，五楼有老板收藏的艺术画廊，六楼能看到湘江夜景，还有工作人员的服务态度很好，下次来玩继续入住这家民宿,很好 民宿 一楼 咖啡 酒吧 老板 收藏 艺术 画廊 夜景 工作人员 服务态度 入住 民宿,"[(3, 0.9380885)]",3
这家民宿最大特点是服务好，管家贴心服务，如同回家一样贴心温暖。,民宿 管家 贴心 回家 贴心 温暖,"[(0, 0.010205515), (1, 0.010205523), (2, 0.55530053), (3, 0.010205538), (4, 0.32223287), (5, 0.010205564), (6, 0.010205534), (7, 0.010205567), (8, 0.010205533), (9, 0.010205578), (10, 0.010205518), (11, 0.010205575), (12, 0.010205552), (13, 0.010205551)]",2
酒店位置离岳麓山很近，附近吃的也方便，打车到五一广场12左右,酒店 位置 打车,"[(0, 0.017857648), (1, 0.017857626), (2, 0.017857583), (3, 0.017857691), (4, 0.017857546), (5, 0.01785761), (6, 0.017857619), (7, 0.01785764), (8, 0.017857622), (9, 0.01785762), (10, 0.76785094), (11, 0.017857568), (12, 0.017857615), (13, 0.01785765)]",10
干净卫生，住的很舒服，老板很热情，还可以喝酒喝咖啡，很棒！！,干净 卫生 舒服 老板 热情 喝酒 很棒,"[(3, 0.88392127)]",3
客服小姐姐态度非常好，房间干净！喜欢💕,客服 态度 房间 干净 喜欢,"[(0, 0.011905074), (1, 0.011905091), (2, 0.011905054), (3, 0.011905063), (4, 0.011905061), (5, 0.011905069), (6, 0.011905036), (7, 0.011905055), (8, 0.8452341), (9, 0.011905087), (10, 0.011905073), (11, 0.011905093), (12, 0.011905087), (13, 0.011905108)]",8
很有设计创意的民宿，附近景区很多,创意 民宿 景区,"[(0, 0.01785843), (1, 0.01785844), (2, 0.017858509), (3, 0.017858459), (4, 0.017858466), (5, 0.017858455), (6, 0.7678399), (7, 0.017858552), (8, 0.01785844), (9, 0.017858522), (10, 0.017858416), (11, 0.017858496), (12, 0.017858412), (13, 0.017858509)]",6
环境好 老板热情,环境 老板 热情,"[(0, 0.017857332), (1, 0.01785746), (2, 0.017857391), (3, 0.7678541), (4, 0.01785735), (5, 0.017857386), (6, 0.017857408), (7, 0.017857384), (8, 0.01785735), (9, 0.017857373), (10, 0.01785732), (11, 0.017857447), (12, 0.017857382), (13, 0.01785734)]",3
推荐！！！！！！,推荐,"[(0, 0.035714716), (1, 0.035714507), (2, 0.035714697), (3, 0.03571465), (4, 0.035714623), (5, 0.035714533), (6, 0.03571449), (7, 0.035714645), (8, 0.53571), (9, 0.03571464), (10, 0.035714615), (11, 0.03571456), (12, 0.035714734), (13, 0.035714597)]",8
店家服务周到,店家,"[(0, 0.035715595), (1, 0.035715397), (2, 0.03571542), (3, 0.035715397), (4, 0.035715315), (5, 0.035715315), (6, 0.035715315), (7, 0.035715602), (8, 0.035715315), (9, 0.03571567), (10, 0.035715394), (11, 0.035715315), (12, 0.03571541), (13, 0.53569955)]",13
